"COD_INE";"ID_REL";"COD_GEO";"COD_PROV";"PROVINCIA";"NOMBRE_ACTUAL";"POBLACION_MUNI";"SUPERFICIE";"PERIMETRO";"COD_INE_CAPITAL";"CAPITAL";"POBLACION_CAPITAL";"HOJA_MTN25_ETRS89";"LONGITUD_ETRS89";"LATITUD_ETRS89";"ORIGENCOOR";"ALTITUD";"ORIGENALTITUD"
"22013000000";"1220134";"22048";"22";"Huesca";"Alberuela de Tubo";310;2079.05;22847.00;"22013000101";"Alberuela de Tubo";"102";"0324-4";-0.21;41.90;"Mapa";352.00;"MDT5"
"22014000000";"1220149";"22052";"22";"Huesca";"Alcalá de Gurrea";267;7142.33;47047.00;"22014000101";"Alcalá de Gurrea";"241";"0285-3";-0.68;42.06;"Mapa";471.00;"MDT5"
"22015000000";"1220152";"22056";"22";"Huesca";"Alcalá del Obispo";332;4784.74;32288.00;"22015000101";"Alcalá del Obispo";"90";"0286-4";-0.29;42.07;"Mapa";521.00;"MDT5"
"22016000000";"1220165";"22060";"22";"Huesca";"Alcampell";671;5800.17;69642.00;"22016000101";"Alcampell";"657";"0326-4";0.43;41.90;"Mapa";499.00;"MDT5"
"22017000000";"1220171";"22064";"22";"Huesca";"Alcolea de Cinca";1104;8324.07;42802.00;"22017000101";"Alcolea de Cinca";"1058";"0357-4";0.11;41.71;"Mapa";186.00;"MDT5"
"22018000000";"1220187";"22068";"22";"Huesca";"Alcubierre";377;11531.00;52521.00;"22018000101";"Alcubierre";"377";"0356-1";-0.45;41.80;"Mapa";460.00;"MDT5"
"22019000000";"1220190";"22072";"22";"Huesca";"Alerre";200;894.18;13529.00;"22019000101";"Alerre";"200";"0286-1";-0.46;42.16;"Mapa";504.00;"MDT5"
"22020000000";"1220204";"22076";"22";"Huesca";"Alfántega";135;876.30;13598.00;"22020000101";"Alfántega";"135";"0358-1";0.14;41.82;"Mapa";248.00;"MDT5"
"22021000000";"1220211";"22080";"22";"Huesca";"Almudévar";2444;20148.60;70621.00;"22021000101";"Almudévar";"2138";"0285-4";-0.58;42.04;"Mapa";426.00;"MDT5"
"22022000000";"1220226";"22084";"22";"Huesca";"Almunia de San Juan";665;3565.75;36903.00;"22022000101";"Almunia de San Juan";"650";"0326-1";0.24;41.93;"Mapa";348.00;"MDT5"
"22023000000";"1220232";"22088";"22";"Huesca";"Almuniente";486;3755.59;29165.00;"22023000101";"Almuniente";"156";"0324-1";-0.41;41.94;"Mapa";344.00;"MDT5"
"22024000000";"1220247";"22092";"22";"Huesca";"Alquézar";304;3235.87;28525.00;"22024000101";"Alquézar";"212";"0249-4";0.02;42.17;"Mapa";657.00;"MDT5"
"22025000000";"1220250";"22100";"22";"Huesca";"Altorricón";1420;3241.14;27872.00;"22025000101";"Altorricón";"1295";"0358-2";0.41;41.80;"Mapa";263.00;"MDT5"
"22027000000";"1220279";"22104";"22";"Huesca";"Angüés";360;5651.00;52829.00;"22027000101";"Angüés";"230";"0287-1";-0.15;42.11;"Mapa";544.00;"MDT5"
"22028000000";"1220285";"22108";"22";"Huesca";"Ansó";411;22308.00;140241.00;"22028000101";"Ansó";"406";"0144-1";-0.82;42.75;"Mapa";858.00;"MDT5"
"22029000000";"1220298";"22112";"22";"Huesca";"Antillón";154;2240.69;20357.00;"22029000101";"Antillón";"154";"0287-3";-0.16;42.03;"Mapa";514.00;"MDT5"
"22032000000";"1220324";"22120";"22";"Huesca";"Aragüés del Puerto";114;6444.25;49249.00;"22032000101";"Aragüés del Puerto";"107";"0144-4";-0.67;42.70;"Mapa";971.00;"MDT5"
"22035000000";"1220358";"22124";"22";"Huesca";"Arén";320;11931.86;57301.00;"22035000101";"Arén";"221";"0251-2";0.72;42.25;"Mapa";724.00;"MDT5"
"22036000000";"1220361";"22128";"22";"Huesca";"Argavieso";100;971.39;15714.00;"22036000101";"Argavieso";"98";"0286-4";-0.27;42.05;"Mapa";481.00;"MDT5"
"22037000000";"1220377";"22132";"22";"Huesca";"Arguis";122;6275.31;45021.00;"22037000101";"Arguis";"99";"0248-1";-0.43;42.31;"Mapa";1038.00;"MDT5"
"22039000000";"1220396";"22140";"22";"Huesca";"Ayerbe";1071;6389.33;43278.00;"22039000101";"Ayerbe";"986";"0247-1";-0.68;42.27;"Mapa";583.00;"MDT5"
"22040000000";"1220400";"22144";"22";"Huesca";"Azanuy-Alins";173;5117.18;37060.00;"22040000201";"Azanuy";"161";"0326-1";0.31;41.97;"Mapa";449.00;"MDT5"
"22041000000";"1220417";"22148";"22";"Huesca";"Azara";180;1449.20;21202.00;"22041000101";"Azara";"178";"0287-3";-0.03;42.06;"Mapa";432.00;"MDT5"
"22042000000";"1220422";"22152";"22";"Huesca";"Azlor";143;1588.73;16903.00;"22042000101";"Azlor";"141";"0287-1";-0.04;42.09;"Mapa";491.00;"MDT5"
"22043000000";"1220438";"22156";"22";"Huesca";"Baélls";103;3982.42;38995.00;"22043000101";"Baélls";"62";"0326-2";0.45;41.95;"Mapa";612.00;"MDT5"
"22044000000";"1220443";"22160";"22";"Huesca";"Bailo";284;16442.79;70939.00;"22044000401";"Bailo";"145";"0176-3";-0.81;42.51;"Mapa";708.00;"MDT5"
"22045000000";"1220456";"22164";"22";"Huesca";"Baldellou";82;3042.33;23404.00;"22045000101";"Baldellou";"81";"0327-1";0.54;41.91;"Mapa";459.00;"MDT5"
"22046000000";"1220469";"22168";"22";"Huesca";"Ballobar";830;12772.86;51302.00;"22046000101";"Ballobar";"825";"0387-1";0.19;41.62;"Mapa";162.00;"MDT5"
"22047000000";"1220475";"22172";"22";"Huesca";"Banastás";295;465.54;9795.00;"22047000101";"Banastás";"293";"0248-3";-0.45;42.18;"Mapa";532.00;"MDT5"
"22048000000";"1220481";"22176";"22";"Huesca";"Barbastro";16907;10759.81;51565.00;"22048000101";"Barbastro";"16493";"0287-4";0.12;42.03;"Mapa";343.00;"MDT5"
"22049000000";"1220494";"22180";"22";"Huesca";"Barbués";81;1958.75;20677.00;"22049000101";"Barbués";"81";"0324-1";-0.41;41.97;"Mapa";360.00;"MDT5"
"22050000000";"1220507";"22184";"22";"Huesca";"Barbuñales";94;1874.86;23600.00;"22050000101";"Barbuñales";"94";"0287-3";-0.08;42.02;"Mapa";469.00;"MDT5"
"22051000000";"1220514";"22188";"22";"Huesca";"Bárcabo";107;8792.08;59717.00;"22051000201";"Bárcabo";"28";"0249-4";0.06;42.24;"Mapa";715.00;"MDT5"
"22052000000";"1220529";"22192";"22";"Huesca";"Belver de Cinca";1281;8263.35;56667.00;"22052000101";"Belver de Cinca";"1258";"0358-3";0.17;41.68;"Mapa";196.00;"MDT5"
"22053000000";"1220535";"22196";"22";"Huesca";"Benabarre";1110;15714.36;76137.00;"22053000301";"Benabarre";"880";"0289-1";0.48;42.10;"Mapa";774.00;"MDT5"
"22054000000";"1220540";"22200";"22";"Huesca";"Benasque";2121;23319.56;78535.00;"22054000201";"Benasque";"1594";"0180-1";0.52;42.60;"Mapa";1140.00;"MDT5"
"22055000000";"1220553";"22204";"22";"Huesca";"Berbegal";357;4903.10;41252.00;"22055000101";"Berbegal";"357";"0325-2";-2.82676e-03;41.96;"Mapa";519.00;"MDT5"
"22057000000";"1220572";"22208";"22";"Huesca";"Bielsa";473;20241.39;75502.00;"22057000101";"Bielsa";"313";"0179-1";0.21;42.63;"Mapa";1024.00;"MDT5"
"22058000000";"1220588";"22212";"22";"Huesca";"Bierge";242;14502.89;69970.00;"22058000201";"Bierge";"136";"0287-1";-0.08;42.16;"Mapa";595.00;"MDT5"
"22059000000";"1220591";"22216";"22";"Huesca";"Biescas";1480;18909.24;97189.00;"22059000401";"Biescas";"1117";"0177-2";-0.32;42.62;"Mapa";860.00;"MDT5"
"22060000000";"1220605";"22220";"22";"Huesca";"Binaced";1524;7848.94;49029.00;"22060000101";"Binaced";"1348";"0358-1";0.20;41.82;"Mapa";277.00;"MDT5"
"22061000000";"1220612";"22224";"22";"Huesca";"Binéfar";9391;2509.55;25605.00;"22061000101";"Binéfar";"9147";"0326-3";0.29;41.85;"Mapa";283.00;"MDT5"
"22062000000";"1220627";"22228";"22";"Huesca";"Bisaurri";180;6319.35;43082.00;"22062000201";"Bisaurri";"66";"0213-1";0.50;42.49;"Mapa";1111.00;"MDT5"
"22063000000";"1220633";"22232";"22";"Huesca";"Biscarrués";192;3017.63;35988.00;"22063000101";"Biscarrués";"166";"0247-3";-0.75;42.22;"Mapa";472.00;"MDT5"
"22064000000";"1220648";"22236";"22";"Huesca";"Blecua y Torres";182;3620.41;32557.00;"22064000101";"Blecua";"78";"0286-4";-0.18;42.05;"Mapa";467.00;"MDT5"
"22066000000";"1220664";"22240";"22";"Huesca";"Boltaña";941;13945.18;83909.00;"22066000201";"Boltaña";"798";"0211-2";0.06;42.44;"Mapa";643.00;"MDT5"
"22067000000";"1220670";"22244";"22";"Huesca";"Bonansa";79;3729.15;32863.00;"22067000101";"Bonansa";"64";"0213-2";0.66;42.42;"Mapa";1259.00;"MDT5"
"22068000000";"1220686";"22248";"22";"Huesca";"Borau";81;4171.77;47148.00;"22068000101";"Borau";"81";"0176-2";-0.58;42.65;"Mapa";1002.00;"MDT5"
"22069000000";"1220699";"22252";"22";"Huesca";"Broto";552;12804.80;64239.00;"22069000301";"Broto";"274";"0178-1";-0.12;42.60;"Mapa";903.00;"MDT5"
"22072000000";"1220725";"22260";"22";"Huesca";"Caldearenas";228;19231.19;95508.00;"22072000301";"Caldearenas";"20";"0210-3";-0.50;42.39;"Mapa";642.00;"MDT5"
"22074000000";"1220746";"22264";"22";"Huesca";"Campo";343;2285.68;22463.00;"22074000201";"Campo";"336";"0212-4";0.39;42.40;"Mapa";691.00;"MDT5"
"22075000000";"1220759";"22268";"22";"Huesca";"Camporrélls";134;2671.02;25693.00;"22075000101";"Camporrélls";"133";"0327-1";0.52;41.95;"Mapa";620.00;"MDT5"
"22076000000";"1220762";"22272";"22";"Huesca";"Canal de Berdún";343;13327.41;78946.00;"22076000101";"Berdún";"211";"0175-2";-0.85;42.60;"Mapa";692.00;"MDT5"
"22077000000";"1220778";"22276";"22";"Huesca";"Candasnos";315;12244.61;46769.00;"22077000101";"Candasnos";"314";"0386-4";0.06;41.50;"Mapa";283.00;"MDT5"
"22078000000";"1220784";"22280";"22";"Huesca";"Canfranc";542;7156.20;45388.00;"22078000201";"Canfranc-Estación";"451";"0144-4";-0.52;42.71;"Mapa";1037.00;"MDT5"
"22079000000";"1220797";"22284";"22";"Huesca";"Capdesaso";163;1770.43;16962.00;"22079000101";"Capdesaso";"163";"0325-3";-0.18;41.84;"Mapa";312.00;"MDT5"
"22080000000";"1220801";"22288";"22";"Huesca";"Capella";358;6071.14;39093.00;"22080000101";"Capella";"273";"0250-4";0.39;42.19;"Mapa";523.00;"MDT5"
"22081000000";"1220818";"22292";"22";"Huesca";"Casbas de Huesca";279;13269.38;71520.00;"22081000101";"Casbas de Huesca";"89";"0287-1";-0.13;42.15;"Mapa";559.00;"MDT5"
"22082000000";"1220823";"22304";"22";"Huesca";"Castejón del Puente";326;2543.02;27206.00;"22082000102";"Castejón del Puente";"296";"0326-1";0.16;41.96;"Mapa";370.00;"MDT5"
"22083000000";"1220839";"22296";"22";"Huesca";"Castejón de Monegros";528;16532.96;75311.00;"22083000101";"Castejón de Monegros";"528";"0385-2";-0.23;41.61;"Mapa";467.00;"MDT5"
"22084000000";"1220844";"22300";"22";"Huesca";"Castejón de Sos";738;3155.27;45257.00;"22084000101";"Castejón de Sos";"565";"0180-3";0.49;42.51;"Mapa";923.00;"MDT5"
"22085000000";"1220857";"22308";"22";"Huesca";"Castelflorite";112;3476.13;24366.00;"22085000101";"Castelflorite";"109";"0357-1";-0.02;41.80;"Mapa";312.00;"MDT5"
"22086000000";"1220860";"22312";"22";"Huesca";"Castiello de Jaca";244;1731.14;22481.00;"22086000201";"Castiello de Jaca";"197";"0176-2";-0.55;42.63;"Mapa";914.00;"MDT5"
"22087000000";"1220876";"22316";"22";"Huesca";"Castigaleu";87;2652.85;22870.00;"22087000101";"Castigaleu";"39";"0251-3";0.57;42.20;"Mapa";839.00;"MDT5"
"22088000000";"1220882";"22320";"22";"Huesca";"Castillazuelo";174;1532.46;18139.00;"22088000101";"Castillazuelo";"174";"0287-4";0.06;42.06;"Mapa";367.00;"MDT5"
"22089000000";"1220895";"22324";"22";"Huesca";"Castillonroy";321;3757.82;32262.00;"22089000101";"Castillonroy";"315";"0327-3";0.51;41.88;"Mapa";457.00;"MDT5"
"22090000000";"1220909";"22328";"22";"Huesca";"Colungo";118;4064.22;29381.00;"22090000201";"Colungo";"111";"0249-4";0.06;42.17;"Mapa";606.00;"MDT5"
"22094000000";"1220942";"22340";"22";"Huesca";"Chalamera";111;1149.84;16513.00;"22094000101";"Chalamera";"104";"0387-1";0.16;41.66;"Mapa";195.00;"MDT5"
"22095000000";"1220955";"22344";"22";"Huesca";"Chía";87;2610.19;26903.00;"22095000101";"Chía";"87";"0179-4";0.46;42.52;"Mapa";1223.00;"MDT5"
"22096000000";"1220968";"22348";"22";"Huesca";"Chimillas";389;1004.15;22143.00;"22096000101";"Chimillas";"380";"0248-3";-0.45;42.17;"Mapa";520.00;"MDT5"
"22099000000";"1220993";"22352";"22";"Huesca";"Esplús";581;7300.42;47598.00;"22099000101";"Esplús";"525";"0358-1";0.27;41.79;"Mapa";277.00;"MDT5"
"22102000000";"1221029";"22356";"22";"Huesca";"Estada";202;1587.46;22209.00;"22102000101";"Estada";"202";"0288-3";0.23;42.07;"Mapa";397.00;"MDT5"
"22103000000";"1221035";"22360";"22";"Huesca";"Estadilla";814;5039.31;36234.00;"22103000101";"Estadilla";"793";"0288-3";0.24;42.05;"Mapa";454.00;"MDT5"
"22105000000";"1221053";"22364";"22";"Huesca";"Estopiñán del Castillo";132;8871.35;66355.00;"22105000201";"Estopiñán del Castillo";"111";"0327-1";0.54;41.99;"Mapa";718.00;"MDT5"
"22106000000";"1221066";"22368";"22";"Huesca";"Fago";27;2875.69;27232.00;"22106000101";"Fago";"27";"0143-4";-0.86;42.73;"Mapa";897.00;"MDT5"
"22107000000";"1221072";"22372";"22";"Huesca";"Fanlo";102;18710.42;91761.00;"22107000301";"Fanlo";"30";"0178-2";-0.01;42.58;"Mapa";1336.00;"MDT5"
"22109000000";"1221091";"22376";"22";"Huesca";"Fiscal";323;17006.42;73696.00;"22109000401";"Fiscal";"176";"0211-1";-0.12;42.49;"Mapa";766.00;"MDT5"
"22110000000";"1221105";"22380";"22";"Huesca";"Fonz";902;5185.84;35273.00;"22110000201";"Fonz";"774";"0288-3";0.25;42.01;"Mapa";480.00;"MDT5"
"22111000000";"1221112";"22384";"22";"Huesca";"Foradada del Toscar";178;10624.55;68700.00;"22111000401";"Foradada del Toscar";"30";"0212-4";0.35;42.40;"Mapa";978.00;"MDT5"
"22112000000";"1221127";"22388";"22";"Huesca";"Fraga";15024;43780.81;136178.00;"22112000101";"Fraga";"14220";"0387-4";0.34;41.52;"Mapa";125.00;"MDT5"
"22113000000";"1221133";"22392";"22";"Huesca";"La Fueva";608;21884.86;113705.00;"22113002101";"Tierrantona";"111";"0212-3";0.27;42.37;"Mapa";636.00;"MDT5"
"22114000000";"1221148";"22394";"22";"Huesca";"Gistaín";142;7589.66;53919.00;"22114000101";"Gistaín";"141";"0179-2";0.33;42.59;"Mapa";1413.00;"MDT5"
"22115000000";"1221151";"22396";"22";"Huesca";"El Grado";422;6377.36;47670.00;"22115000401";"El Grado";"255";"0288-1";0.22;42.15;"Mapa";472.00;"MDT5"
"22116000000";"1221164";"22400";"22";"Huesca";"Grañén";1748;12397.89;69239.00;"22116000401";"Grañén";"1200";"0324-1";-0.36;41.94;"Mapa";337.00;"MDT5"
"22117000000";"1221170";"22404";"22";"Huesca";"Graus";3334;29978.56;133285.00;"22117000801";"Graus";"2688";"0250-4";0.33;42.18;"Mapa";542.00;"MDT5"
"22119000000";"1221199";"22408";"22";"Huesca";"Gurrea de Gállego";1483;19197.25;73860.00;"22119000301";"Gurrea de Gállego";"929";"0285-3";-0.76;42.01;"Mapa";341.00;"MDT5"
"22122000000";"1221225";"22416";"22";"Huesca";"Hoz de Jaca";76;1245.25;17091.00;"22122000101";"Hoz de Jaca";"76";"0145-4";-0.30;42.69;"Mapa";1266.00;"MDT5"
"22124000000";"1221246";"22420";"22";"Huesca";"Huerto";218;8671.75;53680.00;"22124000101";"Huerto";"177";"0325-1";-0.16;41.93;"Mapa";368.00;"MDT5"
"22125000000";"1221259";"22001";"22";"Huesca";"Huesca";52223;16104.30;93715.00;"22125000801";"Huesca";"51418";"0286-1";-0.40;42.14;"Mapa";483.00;"MDT5"
"22126000000";"1221262";"22424";"22";"Huesca";"Ibieca";100;1493.77;18915.00;"22126000101";"Ibieca";"95";"0286-2";-0.20;42.16;"Mapa";639.00;"MDT5"
"22127000000";"1221278";"22428";"22";"Huesca";"Igriés";686;1916.77;21433.00;"22127000101";"Igriés";"122";"0248-3";-0.43;42.21;"Mapa";596.00;"MDT5"
"22128000000";"1221284";"22432";"22";"Huesca";"Ilche";213;6372.40;47282.00;"22128000201";"Ilche";"26";"0325-2";0.05;41.95;"Mapa";322.00;"MDT5"
"22129000000";"1221297";"22436";"22";"Huesca";"Isábena";261;11853.02;67730.00;"22129000401";"La Puebla de Roda";"117";"0251-1";0.52;42.29;"Mapa";907.00;"MDT5"
"22130000000";"1221301";"22440";"22";"Huesca";"Jaca";12889;40633.97;136130.00;"22130002101";"Jaca";"11806";"0176-4";-0.54;42.57;"Mapa";818.00;"MDT5"
"22131000000";"1221318";"22444";"22";"Huesca";"Jasa";94;890.46;12048.00;"22131000101";"Jasa";"94";"0144-4";-0.66;42.69;"Mapa";936.00;"MDT5"
"22133000000";"1221339";"22448";"22";"Huesca";"Labuerda";157;1784.65;17741.00;"22133000101";"Labuerda";"144";"0211-2";0.13;42.45;"Mapa";572.00;"MDT5"
"22135000000";"1221357";"22452";"22";"Huesca";"Laluenga";210;3647.24;34243.00;"22135000101";"Laluenga";"210";"0287-3";-0.04;42.00;"Mapa";481.00;"MDT5"
"22136000000";"1221360";"22456";"22";"Huesca";"Lalueza";943;8819.24;73137.00;"22136000101";"Lalueza";"549";"0324-4";-0.25;41.84;"Mapa";287.00;"MDT5"
"22137000000";"1221376";"22460";"22";"Huesca";"Lanaja";1179;18369.58;74419.00;"22137000201";"Lanaja";"872";"0356-2";-0.32;41.77;"Mapa";369.00;"MDT5"
"22139000000";"1221395";"22468";"22";"Huesca";"Laperdiguera";91;1131.50;16057.00;"22139000101";"Laperdiguera";"91";"0325-1";-0.04;41.99;"Mapa";460.00;"MDT5"
"22141000000";"1221416";"22472";"22";"Huesca";"Lascellas-Ponzano";128;2733.20;26006.00;"22141000201";"Ponzano";"88";"0287-3";-0.07;42.06;"Mapa";529.00;"MDT5"
"22142000000";"1221421";"22476";"22";"Huesca";"Lascuarre";133;3187.07;33651.00;"22142000101";"Lascuarre";"120";"0251-3";0.51;42.19;"Mapa";648.00;"MDT5"
"22143000000";"1221437";"22480";"22";"Huesca";"Laspaúles";244;8174.67;50003.00;"22143000701";"Laspaúles";"93";"0213-1";0.59;42.47;"Mapa";1432.00;"MDT5"
"22144000000";"1221442";"22484";"22";"Huesca";"Laspuña";281;4529.03;33882.00;"22144000301";"Laspuña";"228";"0179-3";0.15;42.50;"Mapa";708.00;"MDT5"
"22149000000";"1221493";"22492";"22";"Huesca";"Loarre";332;7441.79;39209.00;"22149000201";"Loarre";"223";"0247-2";-0.62;42.31;"Mapa";779.00;"MDT5"
"22150000000";"1221506";"22496";"22";"Huesca";"Loporzano";522;16928.39;79071.00;"22150000901";"Loporzano";"105";"0286-2";-0.32;42.16;"Mapa";583.00;"MDT5"
"22151000000";"1221513";"22500";"22";"Huesca";"Loscorrales";100;4024.79;42737.00;"22151000101";"Loscorrales";"100";"0247-2";-0.64;42.25;"Mapa";615.00;"MDT5"
"22155000000";"1221552";"22508";"22";"Huesca";"Monesma y Cajigar";77;6259.76;42110.00;"22155000101";"Cajigar";"18";"0251-3";0.61;42.22;"Mapa";1063.00;"MDT5"
"22156000000";"1221565";"22512";"22";"Huesca";"Monflorite-Lascasas";379;2916.44;27497.00;"22156000301";"Monflorite";"310";"0286-1";-0.35;42.09;"Mapa";435.00;"MDT5"
"22157000000";"1221571";"22516";"22";"Huesca";"Montanuy";220;17419.51;81069.00;"22157001201";"Montanuy";"35";"0213-2";0.69;42.46;"Mapa";1213.00;"MDT5"
"22158000000";"1221587";"22520";"22";"Huesca";"Monzón";17166;15502.24;79819.00;"22158000301";"Monzón";"16739";"0326-3";0.19;41.91;"Mapa";278.00;"MDT5"
"22160000000";"1221604";"22524";"22";"Huesca";"Naval";270;4731.75;30008.00;"22160000101";"Naval";"247";"0250-3";0.15;42.19;"Mapa";625.00;"MDT5"
"22162000000";"1221626";"22528";"22";"Huesca";"Novales";155;2008.21;21132.00;"22162000101";"Novales";"155";"0286-4";-0.28;42.03;"Mapa";455.00;"MDT5"
"22163000000";"1221632";"22532";"22";"Huesca";"Nueno";537;14723.95;117658.00;"22163000401";"Nueno";"105";"0248-1";-0.43;42.26;"Mapa";727.00;"MDT5"
"22164000000";"1221647";"22536";"22";"Huesca";"Olvena";48;1589.16;19435.00;"22164000101";"Olvena";"48";"0288-1";0.26;42.10;"Mapa";528.00;"MDT5"
"22165000000";"1221650";"22540";"22";"Huesca";"Ontiñena";537;13695.78;59287.00;"22165000101";"Ontiñena";"537";"0357-4";0.08;41.67;"Mapa";212.00;"MDT5"
"22167000000";"1221679";"22544";"22";"Huesca";"Osso de Cinca";691;2765.56;25280.00;"22167000201";"Osso de Cinca";"579";"0387-1";0.19;41.66;"Mapa";165.00;"MDT5"
"22168000000";"1221685";"22548";"22";"Huesca";"Palo";26;1440.18;19847.00;"22168000101";"Palo";"26";"0250-1";0.24;42.32;"Mapa";727.00;"MDT5"
"22170000000";"1221702";"22552";"22";"Huesca";"Panticosa";795;9590.47;51255.00;"22170000201";"Panticosa";"717";"0145-4";-0.28;42.72;"Mapa";1186.00;"MDT5"
"22172000000";"1221724";"22556";"22";"Huesca";"Peñalba";662;15669.70;67670.00;"22172000101";"Peñalba";"651";"0414-1";-0.03;41.50;"Mapa";254.00;"MDT5"
"22173000000";"1221730";"22560";"22";"Huesca";"Las Peñas de Riglos";255;21786.99;127719.00;"22173000501";"Riglos";"75";"0209-3";-0.72;42.34;"Mapa";739.00;"MDT5"
"22174000000";"1221745";"22564";"22";"Huesca";"Peralta de Alcofea";576;11613.69;59774.00;"22174000201";"Peralta de Alcofea";"431";"0325-1";-0.06;41.93;"Mapa";399.00;"MDT5"
"22175000000";"1221758";"22568";"22";"Huesca";"Peralta de Calasanz";221;11488.21;57649.00;"22175000401";"Peralta de la Sal";"133";"0288-4";0.37;42.02;"Mapa";738.00;"MDT5"
"22176000000";"1221761";"22572";"22";"Huesca";"Peraltilla";200;1619.61;18148.00;"22176000101";"Peraltilla";"196";"0287-4";-0.01;42.05;"Mapa";428.00;"MDT5"
"22177000000";"1221777";"22576";"22";"Huesca";"Perarrúa";112;3005.32;30694.00;"22177000201";"Perarrúa";"56";"0250-2";0.35;42.26;"Mapa";516.00;"MDT5"
"22178000000";"1221783";"22580";"22";"Huesca";"Pertusa";114;2936.57;29117.00;"22178000101";"Pertusa";"114";"0287-3";-0.12;42.00;"Mapa";377.00;"MDT5"
"22181000000";"1221817";"22584";"22";"Huesca";"Piracés";104;2515.25;21894.00;"22181000101";"Piracés";"104";"0286-4";-0.31;42.00;"Mapa";451.00;"MDT5"
"22182000000";"1221822";"22588";"22";"Huesca";"Plan";287;9335.67;56630.00;"22182000201";"Plan";"169";"0179-4";0.33;42.58;"Mapa";1126.00;"MDT5"
"22184000000";"1221843";"22592";"22";"Huesca";"Poleñino";205;3301.56;24827.00;"22184000101";"Poleñino";"205";"0324-4";-0.30;41.87;"Mapa";294.00;"MDT5"
"22186000000";"1221869";"22596";"22";"Huesca";"Pozán de Vero";214;1475.30;17635.00;"22186000101";"Pozán de Vero";"214";"0287-4";0.03;42.08;"Mapa";423.00;"MDT5"
"22187000000";"1221875";"22600";"22";"Huesca";"La Puebla de Castro";361;2938.62;27201.00;"22187000101";"La Puebla de Castro";"248";"0288-1";0.28;42.14;"Mapa";646.00;"MDT5"
"22188000000";"1221881";"22604";"22";"Huesca";"Puente de Montañana";96;4855.68;38831.00;"22188000201";"Puente de Montañana";"68";"0289-2";0.69;42.15;"Mapa";537.00;"MDT5"
"22189000000";"1221894";"22612";"22";"Huesca";"Puértolas";210;9986.21;58913.00;"22189000501";"Puértolas";"13";"0178-4";0.13;42.54;"Mapa";1173.00;"MDT5"
"22190000000";"1221908";"22616";"22";"Huesca";"El Pueyo de Araguás";152;6183.83;46680.00;"22190000701";"El Pueyo de Araguás";"37";"0212-1";0.16;42.44;"Mapa";699.00;"MDT5"
"22193000000";"1221936";"22620";"22";"Huesca";"Pueyo de Santa Cruz";328;929.38;14086.00;"22193000101";"Pueyo de Santa Cruz";"328";"0326-3";0.15;41.85;"Mapa";254.00;"MDT5"
"22195000000";"1221954";"22624";"22";"Huesca";"Quicena";283;966.99;13608.00;"22195000101";"Quicena";"247";"0286-1";-0.36;42.14;"Mapa";474.00;"MDT5"
"22197000000";"1221973";"22628";"22";"Huesca";"Robres";561;6424.13;34862.00;"22197000101";"Robres";"561";"0324-3";-0.46;41.86;"Mapa";399.00;"MDT5"
"22199000000";"1221992";"22632";"22";"Huesca";"Sabiñánigo";9254;58681.77;228122.00;"22199004001";"Sabiñánigo";"8228";"0177-3";-0.36;42.51;"Mapa";797.00;"MDT5"
"22200000000";"1222006";"22636";"22";"Huesca";"Sahún";305;7336.33;52378.00;"22200000302";"Sahún";"124";"0179-4";0.46;42.57;"Mapa";1128.00;"MDT5"
"22201000000";"1222013";"22640";"22";"Huesca";"Salas Altas";303;2073.53;24105.00;"22201000101";"Salas Altas";"297";"0287-2";0.07;42.11;"Mapa";613.00;"MDT5"
"22202000000";"1222028";"22644";"22";"Huesca";"Salas Bajas";171;1292.91;14933.00;"22202000101";"Salas Bajas";"171";"0287-2";0.08;42.09;"Mapa";462.00;"MDT5"
"22203000000";"1222034";"22648";"22";"Huesca";"Salillas";101;2833.33;29963.00;"22203000101";"Salillas";"98";"0324-2";-0.22;41.99;"Mapa";425.00;"MDT5"
"22204000000";"1222049";"22652";"22";"Huesca";"Sallent de Gállego";1444;16213.81;70182.00;"22204000301";"Sallent de Gállego";"762";"0145-2";-0.33;42.77;"Mapa";1304.00;"MDT5"
"22205000000";"1222052";"22656";"22";"Huesca";"San Esteban de Litera";485;7189.71;57269.00;"22205000101";"San Esteban de Litera";"403";"0326-4";0.32;41.90;"Mapa";460.00;"MDT5"
"22206000000";"1222065";"22668";"22";"Huesca";"Sangarrén";220;3222.33;25227.00;"22206000101";"Sangarrén";"220";"0286-3";-0.43;42.01;"Mapa";378.00;"MDT5"
"22207000000";"1222071";"22660";"22";"Huesca";"San Juan de Plan";142;5552.69;41005.00;"22207000101";"San Juan de Plan";"138";"0179-2";0.34;42.58;"Mapa";1118.00;"MDT5"
"22208000000";"1222087";"22672";"22";"Huesca";"Santa Cilia";229;2807.85;34023.00;"22208000101";"Santa Cilia";"207";"0176-3";-0.71;42.56;"Mapa";643.00;"MDT5"
"22209000000";"1222090";"22676";"22";"Huesca";"Santa Cruz de la Serós";177;2696.41;24343.00;"22209000201";"Santa Cruz de la Serós";"147";"0176-4";-0.67;42.52;"Mapa";788.00;"MDT5"
"22212000000";"1222126";"22680";"22";"Huesca";"Santaliestra y San Quílez";87;2333.54;27730.00;"22212000101";"Santaliestra y San Quílez";"74";"0250-2";0.36;42.30;"Mapa";564.00;"MDT5"
