"Province";"Name";"Population";"Longitude";"Latitude";"Autonomous_Community"
"Madrid";"Talamanca de Jarama";3573;-3.51;40.74;"País Vasco/Euskadi"
"Madrid";"Tielmes";2610;-3.31;40.24;"País Vasco/Euskadi"
"Madrid";"Titulcia";1274;-3.57;40.13;"País Vasco/Euskadi"
"Madrid";"Torrejón de Ardoz";128013;-3.47;40.45;"País Vasco/Euskadi"
"Madrid";"Torrejón de la Calzada";8418;-3.79;40.19;"País Vasco/Euskadi"
"Madrid";"Torrejón de Velasco";4261;-3.77;40.18;"País Vasco/Euskadi"
"Madrid";"Torrelaguna";4712;-3.53;40.82;"País Vasco/Euskadi"
"Madrid";"Torrelodones";23128;-3.93;40.57;"País Vasco/Euskadi"
"Madrid";"Torremocha de Jarama";942;-3.49;40.83;"País Vasco/Euskadi"
"Madrid";"Torres de la Alameda";7825;-3.36;40.4;"País Vasco/Euskadi"
"Madrid";"Valdaracete";643;-3.19;40.21;"País Vasco/Euskadi"
"Madrid";"Valdeavero";1450;-3.33;40.63;"País Vasco/Euskadi"
"Madrid";"Valdelaguna";867;-3.36;40.16;"País Vasco/Euskadi"
"Madrid";"Valdemanco";916;-3.66;40.87;"País Vasco/Euskadi"
"Madrid";"Valdemaqueda";768;-4.29;40.51;"País Vasco/Euskadi"
"Madrid";"Valdemorillo";12300;-4.06;40.5;"País Vasco/Euskadi"
"Madrid";"Valdemoro";73976;-3.67;40.18;"País Vasco/Euskadi"
"Madrid";"Valdeolmos-Alalpardo";3906;-3.47;40.62;"País Vasco/Euskadi"
"Madrid";"Valdepiélagos";587;-3.46;40.76;"País Vasco/Euskadi"
"Madrid";"Valdetorres de Jarama";4316;-3.51;40.69;"País Vasco/Euskadi"
"Madrid";"Valdilecha";2755;-3.3;40.29;"País Vasco/Euskadi"
"Madrid";"Valverde de Alcalá";427;-3.29;40.41;"País Vasco/Euskadi"
"Madrid";"Velilla de San Antonio";12111;-3.48;40.36;"País Vasco/Euskadi"
"Madrid";"El Vellón";1834;-3.58;40.76;"País Vasco/Euskadi"
"Madrid";"Venturada";2032;-3.61;40.79;"País Vasco/Euskadi"
"Madrid";"Villaconejos";3350;-3.48;40.1;"País Vasco/Euskadi"
"Madrid";"Villa del Prado";6337;-4.3;40.27;"País Vasco/Euskadi"
"Madrid";"Villalbilla";13038;-3.29;40.43;"País Vasco/Euskadi"
"Madrid";"Villamanrique de Tajo";694;-3.23;40.06;"País Vasco/Euskadi"
"Madrid";"Villamanta";2491;-4.1;40.3;"País Vasco/Euskadi"
"Madrid";"Villamantilla";1382;-4.12;40.33;"País Vasco/Euskadi"
"Madrid";"Villanueva de la Cañada";20320;-4;40.44;"País Vasco/Euskadi"
"Madrid";"Villanueva del Pardillo";17025;-3.96;40.48;"País Vasco/Euskadi"
"Madrid";"Villanueva de Perales";1519;-4.1;40.34;"País Vasco/Euskadi"
"Madrid";"Villar del Olmo";1997;-3.23;40.33;"País Vasco/Euskadi"
"Madrid";"Villarejo de Salvanés";7245;-3.27;40.16;"País Vasco/Euskadi"
"Madrid";"Villaviciosa de Odón";27504;-3.89;40.35;"País Vasco/Euskadi"
"Madrid";"Villavieja del Lozoya";267;-3.67;41;"País Vasco/Euskadi"
"Madrid";"Zarzalejo";1596;-4.18;40.54;"País Vasco/Euskadi"
"Madrid";"Lozoyuela-Navas-Sieteiglesias";1237;-3.61;40.92;"País Vasco/Euskadi"
"Madrid";"Puentes Viejas";632;-3.58;40.96;"País Vasco/Euskadi"
"Madrid";"Tres Cantos";46046;-3.7;40.6;"País Vasco/Euskadi"
"Málaga";"Alameda";5384;-4.66;37.2;"País Vasco/Euskadi"
"Málaga";"Alcaucín";2253;-4.11;36.9;"País Vasco/Euskadi"
"Málaga";"Alfarnate";1113;-4.25;36.99;"País Vasco/Euskadi"
"Málaga";"Alfarnatejo";397;-4.27;36.97;"País Vasco/Euskadi"
"Málaga";"Algarrobo";6284;-4.03;36.77;"País Vasco/Euskadi"
"Málaga";"Algatocín";778;-5.27;36.57;"País Vasco/Euskadi"
"Málaga";"Alhaurín de la Torre";39153;-4.56;36.66;"País Vasco/Euskadi"
"Málaga";"Alhaurín el Grande";24720;-4.68;36.64;"País Vasco/Euskadi"
"Málaga";"Almáchar";1814;-4.21;36.8;"País Vasco/Euskadi"
"Málaga";"Almargen";2004;-5.02;37;"País Vasco/Euskadi"
"Málaga";"Almogía";3765;-4.54;36.82;"País Vasco/Euskadi"
"Málaga";"Álora";12924;-4.7;36.82;"País Vasco/Euskadi"
"Málaga";"Alozaina";2017;-4.85;36.72;"País Vasco/Euskadi"
"Málaga";"Alpandeire";244;-5.2;36.63;"País Vasco/Euskadi"
"Málaga";"Antequera";41104;-4.55;37.01;"País Vasco/Euskadi"
"Málaga";"Árchez";405;-3.99;36.83;"País Vasco/Euskadi"
"Málaga";"Archidona";8398;-4.39;37.09;"País Vasco/Euskadi"
"Málaga";"Ardales";2469;-4.84;36.87;"País Vasco/Euskadi"
"Málaga";"Arenas";1190;-4.04;36.81;"País Vasco/Euskadi"
"Málaga";"Arriate";4094;-5.14;36.79;"País Vasco/Euskadi"
"Málaga";"Atajate";167;-5.24;36.64;"País Vasco/Euskadi"
"Málaga";"Benadalid";223;-5.26;36.6;"País Vasco/Euskadi"
"Málaga";"Benahavís";7348;-5.04;36.52;"País Vasco/Euskadi"
"Málaga";"Benalauría";449;-5.26;36.59;"País Vasco/Euskadi"
"Málaga";"Benalmádena";68859;-4.57;36.59;"País Vasco/Euskadi"
"Málaga";"Benamargosa";1532;-4.19;36.83;"País Vasco/Euskadi"
"Málaga";"Benamocarra";2988;-4.15;36.79;"País Vasco/Euskadi"
"Málaga";"Benaoján";1497;-5.25;36.71;"País Vasco/Euskadi"
"Málaga";"Benarrabá";480;-5.27;36.55;"País Vasco/Euskadi"
"Málaga";"El Borge";940;-4.23;36.81;"País Vasco/Euskadi"
"Málaga";"El Burgo";1848;-4.94;36.78;"País Vasco/Euskadi"
"Málaga";"Campillos";8547;-4.86;37.04;"País Vasco/Euskadi"
"Málaga";"Canillas de Aceituno";1672;-4.08;36.87;"País Vasco/Euskadi"
"Málaga";"Canillas de Albaida";741;-3.98;36.84;"País Vasco/Euskadi"
"Málaga";"Cañete la Real";1674;-5.02;36.95;"País Vasco/Euskadi"
"Málaga";"Carratraca";751;-4.82;36.85;"País Vasco/Euskadi"
"Málaga";"Cartajima";244;-5.15;36.64;"País Vasco/Euskadi"
"Málaga";"Cártama";25317;-4.63;36.71;"País Vasco/Euskadi"
"Málaga";"Casabermeja";3442;-4.42;36.89;"País Vasco/Euskadi"
"Málaga";"Casarabonela";2550;-4.84;36.78;"País Vasco/Euskadi"
"Málaga";"Casares";5743;-5.27;36.44;"País Vasco/Euskadi"
"Málaga";"Coín";21562;-4.75;36.65;"País Vasco/Euskadi"
"Málaga";"Colmenar";3383;-4.33;36.9;"País Vasco/Euskadi"
"Málaga";"Comares";1315;-4.24;36.84;"País Vasco/Euskadi"
"Málaga";"Cómpeta";3847;-3.97;36.83;"País Vasco/Euskadi"
"Málaga";"Cortes de la Frontera";3268;-5.34;36.61;"País Vasco/Euskadi"
"Málaga";"Cuevas Bajas";1416;-4.48;37.23;"País Vasco/Euskadi"
"Málaga";"Cuevas del Becerro";1608;-5.04;36.87;"País Vasco/Euskadi"
"Málaga";"Cuevas de San Marcos";3722;-4.41;37.26;"País Vasco/Euskadi"
"Málaga";"Cútar";597;-4.22;36.83;"País Vasco/Euskadi"
"Málaga";"Estepona";66863;-5.14;36.42;"País Vasco/Euskadi"
"Málaga";"Faraján";248;-5.18;36.61;"País Vasco/Euskadi"
"Málaga";"Frigiliana";3066;-3.89;36.79;"País Vasco/Euskadi"
"Málaga";"Fuengirola";74929;-4.62;36.53;"País Vasco/Euskadi"
"Málaga";"Fuente de Piedra";2507;-4.73;37.13;"País Vasco/Euskadi"
"Málaga";"Gaucín";1588;-5.31;36.51;"País Vasco/Euskadi"
"Málaga";"Genalguacil";405;-5.23;36.54;"País Vasco/Euskadi"
"Málaga";"Guaro";2087;-4.83;36.65;"País Vasco/Euskadi"
"Málaga";"Humilladero";3292;-4.7;37.11;"País Vasco/Euskadi"
"Málaga";"Igualeja";778;-5.12;36.63;"País Vasco/Euskadi"
"Málaga";"Istán";1432;-4.94;36.58;"País Vasco/Euskadi"
"Málaga";"Iznate";856;-4.18;36.77;"País Vasco/Euskadi"
"Málaga";"Jimera de Líbar";396;-5.27;36.65;"País Vasco/Euskadi"
"Málaga";"Jubrique";589;-5.21;36.56;"País Vasco/Euskadi"
"Málaga";"Júzcar";226;-5.17;36.62;"País Vasco/Euskadi"
"Málaga";"Macharaviaya";448;-4.21;36.76;"País Vasco/Euskadi"
"Málaga";"Málaga";569002;-4.41;36.72;"País Vasco/Euskadi"
"Málaga";"Manilva";14589;-5.25;36.37;"País Vasco/Euskadi"
"Málaga";"Marbella";141172;-4.88;36.5;"País Vasco/Euskadi"
"Málaga";"Mijas";77151;-4.63;36.59;"País Vasco/Euskadi"
"Málaga";"Moclinejo";1204;-4.25;36.77;"País Vasco/Euskadi"
"Málaga";"Mollina";4924;-4.65;37.12;"País Vasco/Euskadi"
"Málaga";"Monda";2475;-4.83;36.62;"País Vasco/Euskadi"
"Málaga";"Montejaque";997;-5.25;36.73;"País Vasco/Euskadi"
"Málaga";"Nerja";21047;-3.87;36.74;"País Vasco/Euskadi"
"Málaga";"Ojén";3517;-4.85;36.56;"País Vasco/Euskadi"
"Málaga";"Parauta";209;-5.12;36.65;"País Vasco/Euskadi"
"Málaga";"Periana";3124;-4.19;36.92;"País Vasco/Euskadi"
"Málaga";"Pizarra";9073;-4.7;36.76;"País Vasco/Euskadi"
"Málaga";"Pujerra";307;-5.14;36.61;"País Vasco/Euskadi"
"Málaga";"Rincón de la Victoria";45138;-4.29;36.71;"País Vasco/Euskadi"
"Málaga";"Riogordo";2715;-4.29;36.91;"País Vasco/Euskadi"
"Málaga";"Ronda";34268;-5.16;36.73;"País Vasco/Euskadi"
"Málaga";"Salares";175;-4.02;36.85;"País Vasco/Euskadi"
"Málaga";"Sayalonga";1579;-4.01;36.79;"País Vasco/Euskadi"
"Málaga";"Sedella";634;-4.03;36.86;"País Vasco/Euskadi"
"Málaga";"Sierra de Yeguas";3363;-4.86;37.12;"País Vasco/Euskadi"
"Málaga";"Teba";3847;-4.92;36.98;"País Vasco/Euskadi"
"Málaga";"Tolox";2062;-4.9;36.68;"País Vasco/Euskadi"
"Málaga";"Torrox";15371;-3.95;36.75;"País Vasco/Euskadi"
"Málaga";"Totalán";710;-4.29;36.76;"País Vasco/Euskadi"
"Málaga";"Valle de Abdalajís";2577;-4.68;36.93;"País Vasco/Euskadi"
"Málaga";"Vélez-Málaga";79878;-4.1;36.78;"País Vasco/Euskadi"
"Málaga";"Villanueva de Algaidas";4238;-4.45;37.18;"País Vasco/Euskadi"
"Málaga";"Villanueva del Rosario";3383;-4.36;36.99;"País Vasco/Euskadi"
"Málaga";"Villanueva del Trabuco";5327;-4.33;37.02;"País Vasco/Euskadi"
"Málaga";"Villanueva de Tapia";1523;-4.33;37.18;"País Vasco/Euskadi"
"Málaga";"Viñuela";2045;-4.14;36.86;"País Vasco/Euskadi"
"Málaga";"Yunquera";2926;-4.92;36.73;"País Vasco/Euskadi"
"Málaga";"Torremolinos";67701;-4.49;36.62;"País Vasco/Euskadi"
"Málaga";"Villanueva de la Concepción";3290;-4.53;36.92;"País Vasco/Euskadi"
"Málaga";"Montecorto";630;-5.29;36.81;"País Vasco/Euskadi"
"Málaga";"Serrato";494;-4.98;36.88;"País Vasco/Euskadi"
"Murcia";"Abanilla";6158;-1.04;38.2;"País Vasco/Euskadi"
"Murcia";"Abarán";13089;-1.4;38.2;"País Vasco/Euskadi"
"Murcia";"Águilas";34758;-1.58;37.4;"País Vasco/Euskadi"
"Murcia";"Albudeite";1359;-1.38;38.02;"País Vasco/Euskadi"
"Murcia";"Alcantarilla";41331;-1.21;37.97;"País Vasco/Euskadi"
"Murcia";"Aledo";945;-1.57;37.79;"País Vasco/Euskadi"
"Murcia";"Alguazas";9557;-1.24;38.05;"País Vasco/Euskadi"
"Murcia";"Alhama de Murcia";21448;-1.42;37.85;"País Vasco/Euskadi"
"Murcia";"Archena";18771;-1.29;38.11;"País Vasco/Euskadi"
"Murcia";"Beniel";11233;-1;38.04;"País Vasco/Euskadi"
"Murcia";"Blanca";6521;-1.37;38.18;"País Vasco/Euskadi"
"Murcia";"Bullas";11546;-1.67;38.04;"País Vasco/Euskadi"
"Murcia";"Calasparra";10214;-1.69;38.23;"País Vasco/Euskadi"
"Murcia";"Campos del Río";2022;-1.34;38.03;"País Vasco/Euskadi"
"Murcia";"Caravaca de la Cruz";25633;-1.86;38.1;"País Vasco/Euskadi"
"Murcia";"Cartagena";214177;-0.98;37.6;"País Vasco/Euskadi"
"Murcia";"Cehegín";15193;-1.8;38.09;"País Vasco/Euskadi"
"Murcia";"Ceutí";11472;-1.26;38.07;"País Vasco/Euskadi"
"Murcia";"Cieza";34987;-1.42;38.23;"País Vasco/Euskadi"
"Murcia";"Fortuna";10049;-1.12;38.17;"País Vasco/Euskadi"
"Murcia";"Fuente Álamo de Murcia";16180;-1.17;37.72;"País Vasco/Euskadi"
"Murcia";"Jumilla";25672;-1.32;38.47;"País Vasco/Euskadi"
"Murcia";"Librilla";5160;-1.35;37.88;"País Vasco/Euskadi"
"Murcia";"Lorca";92299;-1.69;37.67;"País Vasco/Euskadi"
"Murcia";"Lorquí";7039;-1.25;38.08;"País Vasco/Euskadi"
"Murcia";"Mazarrón";30996;-1.31;37.59;"País Vasco/Euskadi"
"Murcia";"Molina de Segura";70344;-1.21;38.05;"País Vasco/Euskadi"
"Murcia";"Moratalla";8048;-1.89;38.18;"País Vasco/Euskadi"
"Murcia";"Mula";16713;-1.49;38.04;"País Vasco/Euskadi"
"Murcia";"Murcia";443243;-1.12;37.98;"País Vasco/Euskadi"
"Murcia";"Ojós";494;-1.34;38.14;"País Vasco/Euskadi"
"Murcia";"Pliego";3873;-1.5;37.99;"País Vasco/Euskadi"
"Murcia";"Puerto Lumbreras";15020;-1.81;37.55;"País Vasco/Euskadi"
"Murcia";"Ricote";1315;-1.36;38.15;"País Vasco/Euskadi"
"Murcia";"San Javier";31695;-0.83;37.8;"País Vasco/Euskadi"
"Murcia";"San Pedro del Pinatar";24903;-0.79;37.83;"País Vasco/Euskadi"
"Murcia";"Torre-Pacheco";35198;-0.95;37.74;"País Vasco/Euskadi"
"Murcia";"Las Torres de Cotillas";21420;-1.24;38.02;"País Vasco/Euskadi"
"Murcia";"Totana";31394;-1.5;37.76;"País Vasco/Euskadi"
"Murcia";"Ulea";891;-1.33;38.13;"País Vasco/Euskadi"
"Murcia";"La Unión";19764;-0.87;37.61;"País Vasco/Euskadi"
"Murcia";"Villanueva del Río Segura";2650;-1.32;38.13;"País Vasco/Euskadi"
"Murcia";"Yecla";34092;-1.11;38.61;"País Vasco/Euskadi"
"Murcia";"Santomera";16058;-1.04;38.06;"País Vasco/Euskadi"
"Murcia";"Los Alcázares";15349;-0.85;37.73;"País Vasco/Euskadi"
"Navarra";"Abáigar";88;-2.14;42.64;"País Vasco/Euskadi"
"Navarra";"Abárzuza/Abartzuza";524;-2.02;42.72;"País Vasco/Euskadi"
"Navarra";"Abaurregaina/Abaurrea Alta";124;-1.2;42.9;"País Vasco/Euskadi"
"Navarra";"Abaurrepea/Abaurrea Baja";34;-1.21;42.91;"País Vasco/Euskadi"
"Navarra";"Aberin";358;-2;42.61;"País Vasco/Euskadi"
"Navarra";"Ablitas";2514;-1.63;41.97;"País Vasco/Euskadi"
"Navarra";"Adiós";155;-1.73;42.68;"País Vasco/Euskadi"
"Navarra";"Aguilar de Codés";72;-2.38;42.61;"País Vasco/Euskadi"
"Navarra";"Aibar/Oibar";800;-1.35;42.59;"País Vasco/Euskadi"
"Navarra";"Altsasu/Alsasua";7419;-2.17;42.89;"País Vasco/Euskadi"
"Navarra";"Allín/Allin";853;-2.07;42.7;"País Vasco/Euskadi"
"Navarra";"Allo";980;-2.02;42.56;"País Vasco/Euskadi"
"Navarra";"Améscoa Baja";750;-2.13;42.77;"País Vasco/Euskadi"
"Navarra";"Ancín/Antzin";357;-2.18;42.66;"País Vasco/Euskadi"
"Navarra";"Andosilla";2718;-1.94;42.37;"País Vasco/Euskadi"
"Navarra";"Ansoáin/Antsoain";10752;-1.64;42.83;"País Vasco/Euskadi"
"Navarra";"Anue";477;-1.61;42.96;"País Vasco/Euskadi"
"Navarra";"Añorbe";543;-1.71;42.65;"País Vasco/Euskadi"
"Navarra";"Aoiz/Agoitz";2561;-1.37;42.78;"País Vasco/Euskadi"
"Navarra";"Araitz";523;-1.98;43.03;"País Vasco/Euskadi"
"Navarra";"Aranarache/Aranaratxe";74;-2.22;42.77;"País Vasco/Euskadi"
"Navarra";"Arantza";623;-1.72;43.19;"País Vasco/Euskadi"
"Navarra";"Aranguren";10239;-1.53;42.78;"País Vasco/Euskadi"
"Navarra";"Arano";110;-1.89;43.19;"País Vasco/Euskadi"
"Navarra";"Arakil";947;-1.84;42.92;"País Vasco/Euskadi"
"Navarra";"Aras";163;-2.35;42.56;"País Vasco/Euskadi"
"Navarra";"Arbizu";1119;-2.03;42.91;"País Vasco/Euskadi"
"Navarra";"Arce/Artzi";271;-1.37;42.85;"País Vasco/Euskadi"
"Navarra";"Los Arcos";1104;-2.19;42.56;"País Vasco/Euskadi"
"Navarra";"Arellano";159;-2.04;42.6;"País Vasco/Euskadi"
"Navarra";"Areso";261;-1.95;43.08;"País Vasco/Euskadi"
"Navarra";"Arguedas";2300;-1.59;42.17;"País Vasco/Euskadi"
"Navarra";"Aria";53;-1.26;42.95;"País Vasco/Euskadi"
"Navarra";"Aribe";41;-1.26;42.94;"País Vasco/Euskadi"
"Navarra";"Armañanzas";60;-2.28;42.56;"País Vasco/Euskadi"
"Navarra";"Arróniz";1044;-2.09;42.58;"País Vasco/Euskadi"
"Navarra";"Arruazu";101;-1.99;42.92;"País Vasco/Euskadi"
"Navarra";"Artajona";1658;-1.76;42.58;"País Vasco/Euskadi"
"Navarra";"Artazu";117;-1.83;42.69;"País Vasco/Euskadi"
"Navarra";"Atez/Atetz";227;-1.7;42.93;"País Vasco/Euskadi"
"Navarra";"Ayegui/Aiegi";2346;-2.03;42.65;"País Vasco/Euskadi"
"Navarra";"Azagra";3843;-1.89;42.3;"País Vasco/Euskadi"
"Navarra";"Azuelo";34;-2.34;42.6;"País Vasco/Euskadi"
"Navarra";"Bakaiku";345;-2.1;42.89;"País Vasco/Euskadi"
"Navarra";"Barásoain";650;-1.64;42.6;"País Vasco/Euskadi"
"Navarra";"Barbarin";58;-2.09;42.6;"País Vasco/Euskadi"
"Navarra";"Bargota";276;-2.31;42.56;"País Vasco/Euskadi"
"Navarra";"Barillas";218;-1.66;41.97;"País Vasco/Euskadi"
"Navarra";"Basaburua";850;-1.8;43;"País Vasco/Euskadi"
"Navarra";"Baztan";7736;-1.51;43.14;"País Vasco/Euskadi"
"Navarra";"Beire";298;-1.62;42.45;"País Vasco/Euskadi"
"Navarra";"Belascoáin";123;-1.83;42.75;"País Vasco/Euskadi"
"Navarra";"Berbinzana";605;-1.83;42.52;"País Vasco/Euskadi"
"Navarra";"Bertizarana";591;-1.62;43.13;"País Vasco/Euskadi"
"Navarra";"Betelu";346;-1.98;43.02;"País Vasco/Euskadi"
"Navarra";"Biurrun-Olcoz";207;-1.67;42.69;"País Vasco/Euskadi"
"Navarra";"Buñuel";2232;-1.44;41.98;"País Vasco/Euskadi"
"Navarra";"Auritz/Burguete";244;-1.33;42.98;"País Vasco/Euskadi"
"Navarra";"Burgui/Burgi";209;-1;42.72;"País Vasco/Euskadi"
"Navarra";"Burlada/Burlata";18591;-1.61;42.82;"País Vasco/Euskadi"
"Navarra";"El Busto";62;-2.24;42.54;"País Vasco/Euskadi"
"Navarra";"Cabanillas";1366;-1.52;42.02;"País Vasco/Euskadi"
"Navarra";"Cabredo";101;-2.41;42.63;"País Vasco/Euskadi"
"Navarra";"Cadreita";2028;-1.69;42.21;"País Vasco/Euskadi"
"Navarra";"Caparroso";2724;-1.65;42.33;"País Vasco/Euskadi"
"Navarra";"Cárcar";1038;-1.97;42.39;"País Vasco/Euskadi"
"Navarra";"Carcastillo";2491;-1.44;42.37;"País Vasco/Euskadi"
"Navarra";"Cascante";3780;-1.67;41.99;"País Vasco/Euskadi"
"Navarra";"Cáseda";975;-1.36;42.52;"País Vasco/Euskadi"
"Navarra";"Castejón";4116;-1.69;42.17;"País Vasco/Euskadi"
"Navarra";"Castillonuevo";17;-1.04;42.67;"País Vasco/Euskadi"
"Navarra";"Cintruénigo";7839;-1.8;42.08;"País Vasco/Euskadi"
"Navarra";"Ziordia";357;-2.22;42.87;"País Vasco/Euskadi"
"Navarra";"Cirauqui/Zirauki";478;-1.88;42.67;"País Vasco/Euskadi"
"Navarra";"Ciriza/Ziritza";137;-1.82;42.79;"País Vasco/Euskadi"
"Navarra";"Cizur";3784;-1.71;42.79;"País Vasco/Euskadi"
"Navarra";"Corella";7640;-1.78;42.11;"País Vasco/Euskadi"
"Navarra";"Cortes";3137;-1.42;41.92;"País Vasco/Euskadi"
"Navarra";"Desojo";79;-2.27;42.58;"País Vasco/Euskadi"
"Navarra";"Dicastillo";612;-2.02;42.59;"País Vasco/Euskadi"
"Navarra";"Donamaria";434;-1.67;43.11;"País Vasco/Euskadi"
"Navarra";"Etxalar";808;-1.63;43.23;"País Vasco/Euskadi"
"Navarra";"Echarri/Etxarri";80;-1.82;42.78;"País Vasco/Euskadi"
"Navarra";"Etxarri Aranatz";2464;-2.06;42.9;"País Vasco/Euskadi"
"Navarra";"Etxauri";602;-1.79;42.79;"País Vasco/Euskadi"
"Navarra";"Valle de Egüés/Eguesibar";20417;-1.55;42.82;"País Vasco/Euskadi"
"Navarra";"Elgorriaga";203;-1.68;43.13;"País Vasco/Euskadi"
"Navarra";"Noáin (Valle de Elorz)/Noain (Elortzibar)";8115;-1.56;42.73;"País Vasco/Euskadi"
"Navarra";"Enériz/Eneritz";293;-1.72;42.67;"País Vasco/Euskadi"
"Navarra";"Eratsun";154;-1.79;43.08;"País Vasco/Euskadi"
"Navarra";"Ergoiena";399;-2.03;42.87;"País Vasco/Euskadi"
"Navarra";"Erro";789;-1.44;42.94;"País Vasco/Euskadi"
"Navarra";"Ezcároz/Ezkaroze";313;-1.09;42.88;"País Vasco/Euskadi"
"Navarra";"Eslava";118;-1.45;42.56;"País Vasco/Euskadi"
"Navarra";"Esparza de Salazar/Espartza Zaraitzu";79;-1.1;42.85;"País Vasco/Euskadi"
"Navarra";"Espronceda";108;-2.3;42.59;"País Vasco/Euskadi"
"Navarra";"Estella-Lizarra";13707;-2.03;42.67;"País Vasco/Euskadi"
"Navarra";"Esteribar";2629;-1.53;42.89;"País Vasco/Euskadi"
"Navarra";"Etayo";70;-2.15;42.61;"País Vasco/Euskadi"
"Navarra";"Eulate";289;-2.2;42.77;"País Vasco/Euskadi"
"Navarra";"Ezcabarte";1797;-1.64;42.84;"País Vasco/Euskadi"
"Navarra";"Ezkurra";154;-1.82;43.08;"País Vasco/Euskadi"
"Navarra";"Ezprogui";44;-1.42;42.57;"País Vasco/Euskadi"
"Navarra";"Falces";2313;-1.79;42.38;"País Vasco/Euskadi"
"Navarra";"Fitero";2034;-1.85;42.05;"País Vasco/Euskadi"
"Navarra";"Fontellas";963;-1.57;42.02;"País Vasco/Euskadi"
"Navarra";"Funes";2482;-1.8;42.31;"País Vasco/Euskadi"
"Navarra";"Fustiñana";2466;-1.48;42.02;"País Vasco/Euskadi"
"Navarra";"Galar";2194;-1.69;42.76;"País Vasco/Euskadi"
"Navarra";"Gallipienzo/Galipentzu";99;-1.4;42.52;"País Vasco/Euskadi"
"Navarra";"Gallués/Galoze";104;-1.09;42.78;"País Vasco/Euskadi"
"Navarra";"Garaioa";89;-1.24;42.92;"País Vasco/Euskadi"
"Navarra";"Garde";148;-0.92;42.78;"País Vasco/Euskadi"
"Navarra";"Garínoain";456;-1.64;42.6;"País Vasco/Euskadi"
"Navarra";"Garralda";184;-1.28;42.94;"País Vasco/Euskadi"
"Navarra";"Genevilla";76;-2.39;42.64;"País Vasco/Euskadi"
"Navarra";"Goizueta";717;-1.86;43.17;"País Vasco/Euskadi"
"Navarra";"Goñi";169;-1.9;42.85;"País Vasco/Euskadi"
"Navarra";"Güesa/Gorza";44;-1.09;42.8;"País Vasco/Euskadi"
"Navarra";"Guesálaz/Gesalatz";454;-1.93;42.75;"País Vasco/Euskadi"
"Navarra";"Guirguillano";76;-1.87;42.71;"País Vasco/Euskadi"
"Navarra";"Huarte/Uharte";6917;-1.58;42.83;"País Vasco/Euskadi"
"Navarra";"Uharte Arakil";828;-1.96;42.92;"País Vasco/Euskadi"
"Navarra";"Ibargoiti";247;-1.47;42.68;"País Vasco/Euskadi"
"Navarra";"Igúzquiza";338;-2.08;42.64;"País Vasco/Euskadi"
"Navarra";"Imotz";430;-1.79;42.96;"País Vasco/Euskadi"
"Navarra";"Irañeta";174;-1.94;42.92;"País Vasco/Euskadi"
"Navarra";"Isaba/Izaba";429;-0.92;42.86;"País Vasco/Euskadi"
"Navarra";"Ituren";519;-1.7;43.12;"País Vasco/Euskadi"
"Navarra";"Iturmendi";398;-2.11;42.89;"País Vasco/Euskadi"
"Navarra";"Iza/Itza";1192;-1.72;42.83;"País Vasco/Euskadi"
"Navarra";"Izagaondoa";183;-1.42;42.73;"País Vasco/Euskadi"
"Navarra";"Izalzu/Itzaltzu";48;-1.05;42.91;"País Vasco/Euskadi"
"Navarra";"Jaurrieta";186;-1.13;42.88;"País Vasco/Euskadi"
"Navarra";"Javier";102;-1.21;42.59;"País Vasco/Euskadi"
"Navarra";"Juslapeña";550;-1.69;42.89;"País Vasco/Euskadi"
"Navarra";"Beintza-Labaien";232;-1.74;43.08;"País Vasco/Euskadi"
"Navarra";"Lakuntza";1262;-2.02;42.92;"País Vasco/Euskadi"
"Navarra";"Lana";166;-2.24;42.7;"País Vasco/Euskadi"
"Navarra";"Lantz";153;-1.62;42.99;"País Vasco/Euskadi"
"Navarra";"Lapoblación";125;-2.45;42.6;"País Vasco/Euskadi"
"Navarra";"Larraga";2060;-1.84;42.55;"País Vasco/Euskadi"
"Navarra";"Larraona";104;-2.25;42.77;"País Vasco/Euskadi"
"Navarra";"Larraun";974;-1.89;43;"País Vasco/Euskadi"
"Navarra";"Lazagurría";193;-2.24;42.49;"País Vasco/Euskadi"
"Navarra";"Leache/Leatxe";35;-1.4;42.6;"País Vasco/Euskadi"
"Navarra";"Legarda";110;-1.77;42.71;"País Vasco/Euskadi"
"Navarra";"Legaria";98;-2.17;42.64;"País Vasco/Euskadi"
"Navarra";"Leitza";2856;-1.91;43.08;"País Vasco/Euskadi"
"Navarra";"Leoz/Leotz";232;-1.51;42.64;"País Vasco/Euskadi"
"Navarra";"Lerga";70;-1.5;42.56;"País Vasco/Euskadi"
"Navarra";"Lerín";1654;-1.97;42.48;"País Vasco/Euskadi"
"Navarra";"Lesaka";2737;-1.7;43.24;"País Vasco/Euskadi"
"Navarra";"Lezáun";252;-1.99;42.77;"País Vasco/Euskadi"
"Navarra";"Liédena";301;-1.27;42.61;"País Vasco/Euskadi"
"Navarra";"Lizoáin-Arriasgoiti";295;-1.46;42.79;"País Vasco/Euskadi"
"Navarra";"Lodosa";4730;-2.07;42.42;"País Vasco/Euskadi"
"Navarra";"Lónguida/Longida";303;-1.38;42.75;"País Vasco/Euskadi"
"Navarra";"Lumbier";1336;-1.3;42.65;"País Vasco/Euskadi"
"Navarra";"Luquin";128;-2.09;42.61;"País Vasco/Euskadi"
